1.005	1.185273387204022
1.01	1.2734586036783162
1.015	1.3462928551363025
1.02	1.4114542492582445
1.025	1.4718958540749887
1.03	1.5291224458861417
1.035	1.584022580868675
1.04	1.6371719709685262
1.045	1.688968433911266
1.05	1.7397002338297263
1.055	1.7895840371878236
1.06	1.8387875100741922
1.065	1.8874435232829732
1.07	1.9356594815526957
1.075	1.9835236755827808
1.08	2.0311097397646467
1.085	2.0784798621398877
1.09	2.1256871477312513
1.095	2.1727773925180704
1.1	2.219790437858601
1.105	2.2667612202845326
1.11	2.313720596198884
1.115	2.3606959976148856
1.12	2.4077119592698177
1.125	2.454790546560319
1.13	2.5019517061110004
1.135	2.5492135553475954
1.14	2.5965926235116
1.145	2.6441040536698135
1.15	2.69176177313272
1.155	2.7395786380896103
1.16	2.787566557050489
1.165	2.835736596751893
1.17	2.8840990734625334
1.175	2.9326636320626576
1.18	2.981439314829362
1.185	3.030434621510161
1.19	3.0796575619886837
1.195	3.1291157026223995
1.2	3.1788162071517596
